c	instance Type (null)
c
n	75
g	1
c	w1	v1	v2	v3
i	70	37	23	86
i	8	71	7	56
i	42	13	23	17
i	77	51	57	54
i	66	66	13	97
i	67	87	86	10
i	8	19	15	92
i	12	41	3	56
i	27	1	73	31
i	90	65	74	28
i	6	75	32	28
i	58	93	46	16
i	80	84	41	45
i	21	70	99	76
i	89	83	5	10
i	57	70	65	12
i	42	93	92	98
i	44	93	47	49
i	6	75	32	28
i	17	36	32	91
i	33	5	96	58
i	62	9	54	14
i	71	17	55	19
i	6	69	76	68
i	89	1	99	44
i	67	10	39	9
i	52	65	82	88
i	6	88	55	44
i	4	76	41	73
i	84	30	67	50
i	80	36	27	9
i	46	57	73	85
i	6	13	10	81
i	49	23	73	57
i	68	36	36	93
i	25	80	55	66
i	20	83	59	40
i	34	61	19	97
i	92	84	55	55
i	80	10	75	24
i	38	100	10	100
i	70	48	15	17
i	76	67	77	52
i	63	37	15	29
i	75	24	71	76
i	28	20	9	59
i	3	35	13	82
i	25	95	50	67
i	53	2	53	97
i	57	97	16	87
i	71	57	82	10
i	48	11	63	38
i	32	68	78	49
i	3	2	6	47
i	29	66	25	56
i	14	92	12	76
i	5	72	47	96
i	13	88	4	48
i	91	20	92	71
i	14	51	6	43
i	55	36	65	31
i	72	41	62	65
i	86	25	4	36
i	22	48	23	18
i	66	40	8	12
i	1	64	46	44
i	61	33	6	9
i	55	97	43	83
i	16	30	25	79
i	24	44	10	99
i	16	77	28	72
i	53	43	71	83
i	100	70	45	52
i	5	4	69	89
i	11	46	17	22
c
c
W	1656
c	end of file
