c	instance Type (null)
c
n	75
g	1
c	w1	v1	v2	v3
i	20	87	73	36
i	29	39	28	24
i	6	77	34	28
i	96	17	76	73
i	97	97	91	28
i	50	70	69	93
i	14	25	21	98
i	14	43	5	58
i	79	53	25	83
i	31	6	15	69
i	13	82	39	35
i	86	21	74	44
i	6	10	67	71
i	27	76	5	82
i	98	92	14	66
i	85	98	93	40
i	94	92	44	97
i	94	43	50	99
i	13	82	39	35
i	76	95	91	50
i	96	15	59	21
i	14	14	6	66
i	58	4	42	6
i	94	10	64	56
i	68	27	25	70
i	95	38	67	90
i	14	80	97	50
i	55	37	4	93
i	17	89	54	86
i	42	35	25	55
i	68	24	62	44
i	60	71	87	99
i	95	2	99	70
i	5	79	82	13
i	29	97	97	1
i	76	31	53	17
i	66	76	5	33
i	98	25	83	61
i	39	84	2	55
i	84	14	79	28
i	24	39	96	86
i	67	45	12	14
i	34	25	35	10
i	77	98	29	43
i	74	70	70	75
i	90	82	71	68
i	46	78	56	78
i	7	77	32	49
i	42	91	42	86
i	73	13	32	3
i	35	74	46	27
i	17	33	85	7
i	68	4	14	85
i	45	91	48	89
i	83	20	79	10
i	38	69	36	53
i	77	44	19	68
i	98	20	89	33
i	29	58	77	9
i	23	60	15	52
i	40	21	50	16
i	50	66	40	90
i	14	53	32	11
i	70	96	71	66
i	13	87	55	12
i	23	39	68	19
i	53	25	98	48
i	67	9	8	95
i	7	21	16	23
i	86	6	72	61
i	41	2	53	97
i	10	100	28	40
i	92	62	37	44
i	40	92	57	77
i	39	74	45	50
c
c
W	1947
c	end of file
