c	instance Type (null)
c
n	75
g	1
c	w1	v1	v2	v3
i	50	17	3	66
i	86	96	85	81
i	52	23	33	27
i	4	25	31	28
i	32	79	26	10
i	24	44	43	67
i	74	85	81	58
i	63	92	54	7
i	78	52	24	82
i	64	39	48	2
i	54	70	80	23
i	71	6	59	29
i	9	66	23	27
i	54	56	32	9
i	75	69	91	96
i	90	3	98	45
i	53	4	3	56
i	4	53	60	9
i	54	70	80	23
i	56	22	18	30
i	54	73	17	79
i	53	53	98	5
i	3	96	87	98
i	47	10	17	9
i	91	3	1	46
i	100	43	72	42
i	71	37	54	7
i	4	86	53	42
i	45	17	82	14
i	21	14	4	34
i	21	77	15	97
i	76	40	3	15
i	69	76	73	44
i	35	9	59	43
i	5	73	73	30
i	87	89	64	28
i	5	68	44	25
i	84	11	69	47
i	72	64	82	35
i	15	45	57	59
i	48	10	20	10
i	70	95	15	64
i	33	24	34	56
i	93	67	45	59
i	53	2	49	7
i	87	79	68	18
i	48	80	58	80
i	20	90	45	62
i	96	92	96	40
i	38	31	50	21
i	54	40	12	93
i	75	91	90	65
i	82	65	28	99
i	46	45	49	90
i	91	28	87	71
i	32	63	83	47
i	25	39	14	63
i	61	83	52	96
i	52	81	100	32
i	40	30	32	69
i	43	24	53	19
i	72	41	15	65
i	59	98	77	56
i	71	97	19	67
i	73	47	15	72
i	28	44	73	24
i	24	96	69	19
i	34	76	75	62
i	50	64	59	13
i	3	23	89	78
i	96	57	8	52
i	41	78	6	18
i	83	53	81	88
i	33	85	97	70
i	24	59	30	35
c
c
W	1942
c	end of file
