c	instance Type (null)
c
n	75
g	1
c	w1	v1	v2	v3
i	60	27	13	76
i	68	78	67	63
i	61	32	42	36
i	33	7	13	10
i	27	27	74	58
i	2	22	21	98
i	47	58	54	31
i	16	45	7	7
i	81	55	27	32
i	18	93	2	56
i	37	6	63	59
i	69	4	4	74
i	94	51	55	59
i	67	69	45	22
i	91	85	7	12
i	28	41	36	83
i	23	74	73	79
i	27	23	30	79
i	37	6	63	59
i	22	88	84	96
i	33	52	43	5
i	36	36	28	88
i	74	20	58	22
i	41	4	11	3
i	16	28	26	71
i	38	81	10	80
i	100	13	30	36
i	4	86	53	42
i	61	86	98	30
i	84	77	67	97
i	62	18	56	38
i	75	86	2	14
i	100	7	4	28
i	98	72	22	6
i	71	39	92	96
i	54	9	84	95
i	82	45	21	2
i	73	100	58	36
i	79	71	42	42
i	28	58	70	72
i	29	44	1	91
i	67	92	12	14
i	89	80	90	12
i	92	13	44	58
i	63	59	59	64
i	43	35	77	74
i	95	27	5	27
i	81	51	6	23
i	40	89	40	84
i	37	30	49	20
i	3	89	61	42
i	7	23	75	97
i	93	29	39	10
i	90	89	93	34
i	14	51	10	41
i	97	28	48	12
i	87	54	29	78
i	19	94	63	54
i	83	12	31	63
i	36	26	28	65
i	34	15	44	10
i	100	16	90	40
i	24	63	42	74
i	68	94	69	64
i	93	67	35	39
i	13	29	58	9
i	58	30	3	53
i	33	75	21	61
i	74	88	83	90
i	52	19	85	74
i	31	92	43	87
i	54	44	72	84
i	57	27	55	62
i	7	6	71	91
i	22	57	28	33
c
c
W	2001
c	end of file
