c	instance Type (null)
c
n	100
g	1
c	w1	v1	v2	v3
i	95	62	48	11
i	13	76	12	61
i	38	56	66	60
i	82	3	9	6
i	36	36	83	67
i	68	35	34	11
i	67	78	74	51
i	65	94	56	9
i	55	29	1	59
i	75	50	59	13
i	43	12	69	65
i	100	35	88	58
i	66	23	80	84
i	77	79	55	32
i	26	20	42	47
i	2	15	57	4
i	70	68	67	73
i	72	68	75	24
i	43	12	69	65
i	82	1	97	56
i	54	73	17	79
i	40	40	85	92
i	78	24	62	26
i	91	54	8	53
i	81	93	91	83
i	9	52	81	4
i	48	61	78	84
i	53	35	2	91
i	100	72	84	16
i	18	64	1	84
i	12	15	6	88
i	17	28	44	56
i	66	73	70	41
i	33	7	10	41
i	33	1	1	58
i	25	80	2	66
i	36	99	28	56
i	30	57	15	40
i	39	31	2	2
i	86	16	81	83
i	70	32	42	79
i	92	17	37	86
i	13	4	67	89
i	31	5	36	50
i	47	96	43	48
i	21	60	2	99
i	94	26	4	26
i	48	18	73	90
i	63	12	63	7
i	28	21	40	11
i	67	6	78	59
i	78	94	46	68
i	86	22	32	3
i	16	62	19	60
i	60	97	56	87
i	100	31	51	15
i	66	80	55	4
i	64	39	8	99
i	98	74	46	78
i	51	41	43	80
i	9	90	19	85
i	36	5	26	29
i	28	67	46	25
i	94	20	95	90
i	63	37	5	9
i	37	100	82	80
i	96	68	41	44
i	73	68	14	1
i	79	93	88	42
i	17	37	3	39
i	80	88	92	36
i	65	55	30	95
i	38	8	83	90
i	84	36	48	21
i	6	41	59	64
i	34	44	97	39
i	96	45	58	39
i	84	47	65	64
i	75	5	23	26
i	76	70	65	52
i	32	99	4	21
i	50	58	45	5
i	25	21	93	30
i	84	76	10	5
i	34	10	36	58
i	8	67	5	83
i	23	86	96	8
i	28	10	4	19
i	16	40	32	68
i	95	32	79	53
i	46	9	53	50
i	46	91	44	1
i	8	95	15	91
i	61	26	33	15
i	84	13	71	16
i	33	31	64	63
i	47	19	78	63
i	62	11	96	40
i	11	24	81	74
i	23	16	72	56
c
c
W	2652
c	end of file
