c	instance Type (null)
c
n	100
g	1
c	w1	v1	v2	v3
i	5	72	58	21
i	95	58	94	43
i	94	65	75	69
i	11	85	91	88
i	84	84	31	15
i	46	66	65	89
i	93	4	100	77
i	65	94	56	9
i	5	79	4	9
i	29	57	13	20
i	26	95	5	48
i	98	33	86	56
i	51	8	65	69
i	90	92	68	45
i	42	36	58	10
i	40	53	95	42
i	40	38	90	43
i	42	91	45	47
i	26	95	52	48
i	48	67	63	22
i	80	99	43	5
i	23	23	15	75
i	2	48	86	50
i	85	48	2	94
i	6	18	16	61
i	47	90	19	42
i	24	90	7	60
i	53	35	2	91
i	16	88	53	85
i	81	27	64	47
i	53	9	47	29
i	16	27	43	55
i	50	57	54	25
i	49	23	73	57
i	99	67	67	24
i	45	100	22	86
i	13	76	5	33
i	19	93	4	29
i	99	91	62	62
i	99	29	94	43
i	51	13	23	13
i	89	67	34	36
i	69	60	70	92
i	30	4	82	96
i	57	53	53	58
i	77	69	58	55
i	41	73	51	73
i	9	79	34	51
i	7	56	7	51
i	80	20	39	10
i	16	55	27	8
i	63	79	78	53
i	97	33	43	14
i	60	59	63	4
i	30	67	26	10
i	65	96	16	80
i	28	95	70	19
i	75	50	19	10
i	29	58	77	9
i	47	37	39	76
i	100	81	10	76
i	11	80	1	4
i	93	32	11	43
i	91	17	92	87
i	30	4	72	29
i	69	85	14	65
i	30	2	75	78
i	72	14	13	100
i	56	70	12	19
i	13	33	99	88
i	15	23	27	71
i	31	68	96	8
i	12	82	10	17
i	58	57	22	42
i	4	39	57	62
i	96	6	59	1
i	70	19	32	13
i	17	80	98	50
i	91	74	39	42
i	65	59	54	41
i	7	74	79	96
i	82	90	77	37
i	95	44	63	53
i	27	19	53	95
i	22	98	24	46
i	65	24	62	40
i	39	2	12	24
i	61	43	37	5
i	36	60	52	88
i	13	50	50	24
i	57	20	64	61
i	13	58	64	68
i	41	75	95	24
i	69	81	88	70
i	98	27	32	30
i	38	36	22	68
i	63	88	94	32
i	97	46	31	75
i	75	88	45	91
i	32	72	28	65
c
c
W	2532
c	end of file
