c	instance Type (null)
c
n	50
g	1
c	w1	v1	v2	v3
i	32	52	78	16
i	8	48	82	13
i	38	40	3	63
i	33	10	89	9
i	63	28	58	32
i	80	98	65	84
i	83	31	50	99
i	49	77	34	5
i	34	62	29	30
i	99	22	59	61
i	38	61	67	16
i	59	41	37	1
i	66	82	89	1
i	11	9	22	56
i	8	1	23	87
i	19	5	8	64
i	60	10	20	57
i	11	69	20	59
i	38	61	67	16
i	92	15	4	18
i	41	22	72	16
i	58	11	88	53
i	59	90	45	11
i	30	21	87	68
i	22	1	90	67
i	56	89	38	14
i	81	31	20	45
i	31	52	75	93
i	17	78	15	1
i	95	44	67	29
i	38	81	21	9
i	40	87	39	1
i	30	97	70	55
i	95	23	3	34
i	94	21	4	69
i	18	95	72	77
i	99	32	80	79
i	46	61	39	83
i	98	100	100	35
i	99	40	52	2
i	33	17	69	71
i	61	72	70	67
i	74	51	64	98
i	64	93	96	98
i	9	44	52	8
i	34	2	20	56
i	16	36	19	84
i	22	98	96	80
i	42	53	25	98
i	35	51	72	5
c
c
W	1229
c	end of file
