c	instance Type (null)
c
n	50
g	1
c	w1	v1	v2	v3
i	97	17	43	81
i	21	61	95	26
i	33	35	51	11
i	99	76	55	75
i	45	10	40	14
i	1	19	86	5
i	51	46	65	14
i	43	71	81	52
i	3	84	51	52
i	60	83	20	22
i	18	41	47	96
i	19	54	50	61
i	95	58	65	30
i	89	87	53	34
i	55	48	23	87
i	36	75	78	34
i	62	12	75	59
i	13	71	75	61
i	18	41	47	96
i	61	84	73	87
i	94	75	25	69
i	44	50	27	92
i	28	12	14	80
i	4	95	8	42
i	5	84	26	50
i	76	56	58	34
i	56	6	95	20
i	84	5	28	99
i	58	66	3	89
i	98	47	23	85
i	65	61	48	89
i	70	17	69	31
i	86	6	26	11
i	95	23	3	34
i	63	90	73	38
i	51	28	52	10
i	53	86	34	86
i	61	76	7	51
i	91	93	40	28
i	27	21	33	83
i	20	4	56	58
i	42	53	98	48
i	81	58	71	5
i	97	73	29	31
i	80	15	70	79
i	38	53	71	7
i	25	45	28	46
i	38	14	12	96
i	35	99	18	91
i	12	28	49	82
c
c
W	1298
c	end of file
