c	instance Type (null)
c
n	50
g	1
c	w1	v1	v2	v3
i	47	67	93	31
i	42	82	16	94
i	97	99	15	75
i	18	95	74	94
i	23	88	18	92
i	31	2	69	88
i	57	5	71	73
i	45	73	83	54
i	55	36	3	4
i	1	71	61	63
i	25	48	54	3
i	47	82	78	89
i	68	84	91	3
i	95	93	6	40
i	64	57	79	43
i	17	3	6	62
i	14	64	74	11
i	16	74	25	11
i	25	48	54	3
i	20	43	32	99
i	57	38	88	32
i	49	55	79	44
i	15	99	1	20
i	92	83	49	30
i	31	10	52	29
i	4	37	86	62
i	71	21	10	35
i	33	54	77	95
i	71	79	16	2
i	3	52	28	90
i	53	96	83	24
i	84	31	83	45
i	75	95	15	100
i	51	79	59	43
i	24	51	34	99
i	49	26	3	8
i	99	32	80	79
i	25	40	71	15
i	91	40	40	28
i	84	25	37	87
i	6	90	42	97
i	39	50	48	45
i	39	16	29	16
i	11	87	43	92
i	26	14	69	25
i	47	15	33	69
i	21	41	24	89
i	20	96	94	78
i	77	88	60	33
i	28	44	65	98
c
c
W	1091
c	end of file
