c	instance Type (null)
c
n	50
g	1
c	w1	v1	v2	v3
i	2	22	48	86
i	51	91	25	56
i	39	41	57	17
i	78	55	34	54
i	28	93	23	97
i	6	24	91	10
i	76	24	90	92
i	47	75	85	56
i	35	63	30	31
i	19	89	79	28
i	50	73	79	28
i	74	56	52	16
i	10	26	33	45
i	31	29	95	76
i	78	71	46	10
i	14	53	56	12
i	1	51	61	98
i	1	59	10	49
i	50	73	79	28
i	65	88	77	91
i	83	64	14	58
i	66	72	49	14
i	67	98	53	19
i	30	21	34	68
i	46	25	67	44
i	4	84	33	9
i	24	74	63	88
i	29	50	26	44
i	42	50	87	73
i	16	65	88	50
i	85	81	68	9
i	24	71	23	85
i	56	76	96	81
i	65	93	73	57
i	65	45	28	93
i	7	37	61	66
i	7	40	88	40
i	7	22	53	97
i	18	20	67	55
i	68	62	74	24
i	62	93	45	100
i	11	22	67	17
i	75	52	65	52
i	48	24	80	29
i	30	65	20	76
i	37	52	70	59
i	14	34	17	82
i	56	85	83	67
i	41	52	71	97
i	70	33	54	87
c
c
W	1004
c	end of file
