c	instance Type (null)
c
n	50
g	1
c	w1	v1	v2	v3
i	77	97	23	61
i	88	28	62	40
i	71	73	89	49
i	11	88	67	87
i	67	32	62	36
i	71	42	56	28
i	29	77	43	45
i	98	26	36	7
i	11	39	6	7
i	63	33	23	25
i	27	3	56	58
i	88	70	66	30
i	23	39	46	58
i	34	32	98	79
i	59	99	74	38
i	78	17	20	76
i	24	74	84	21
i	79	84	88	74
i	27	3	56	58
i	18	41	30	97
i	88	22	19	16
i	45	51	75	40
i	34	18	20	39
i	74	65	78	12
i	59	38	80	57
i	18	98	47	23
i	5	55	44	69
i	80	1	24	42
i	72	80	17	3
i	92	41	17	79
i	76	72	59	100
i	81	28	80	42
i	27	94	67	52
i	93	21	1	85
i	22	49	32	97
i	56	86	10	68
i	30	63	11	10
i	39	54	85	29
i	18	67	67	55
i	70	64	76	26
i	55	86	91	93
i	36	47	92	89
i	54	31	44	31
i	2	31	34	36
i	3	38	46	2
i	68	83	1	90
i	62	82	65	30
i	50	26	24	8
i	62	73	92	18
i	25	41	62	95
c
c
W	1270
c	end of file
